TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0000086"	"G2/M transition of mitotic cell cycle"	-2.384049948343599	3.94146173934733	0.024807347017480063	0.9550531218096121	0.46626727	-2.1334546109422874	0.33344610643951705	null
"GO:0044839"	"cell cycle G2/M phase transition"	-1.4115041989927901	3.959470702075107	0.02585778400494489	0.9560303623541639	0.79456471	null	null	86
"GO:0000910"	"cytokinesis"	-1.975104039892515	5.020907950578024	0.2979010906261388	0.9517896535418134	0.58052683	-2.26711870064547	0.17621339083721782	null
"GO:0000912"	"assembly of actomyosin apparatus involved in cytokinesis"	-3.744727494896694	4.016406500871118	0.029480372102256007	0.8963248892922528	0.00301826	-4.575270028721268	-0.6830010146154241	null
"GO:0000281"	"mitotic cytokinesis"	-1.3411304077980377	4.574390136187557	0.10654837875555354	0.9440345042488213	0.88859966	null	null	912
"GO:0030866"	"cortical actin cytoskeleton organization"	-1.9115095298176037	4.5375924475173415	0.0978922101750664	0.9185366734559586	0.89632933	null	null	912
"GO:0032506"	"cytokinetic process"	-3.070581074285707	4.80576583966357	0.18152118947169152	0.9457272505781543	0.80312117	null	null	912
"GO:0044837"	"actomyosin contractile ring organization"	-3.3872161432802645	4.023293623036605	0.02995164923717266	0.8858756359829205	0.81830654	null	null	912
"GO:0001700"	"embryonic development via the syncytial blastoderm"	-3.0604807473813813	3.060320028688285	0.0032591936800259918	0.8168734314770529	0.33901475	7.092365106477627	0.43799777590985256	null
"GO:0002064"	"epithelial cell development"	-1.4182778400509013	4.376430951177879	0.06754309829398812	0.8134132051292683	0.55464541	6.234184088025627	-1.1154949049412175	null
"GO:0002164"	"larval development"	-3.619788758288394	4.093736784562339	0.0352265463255771	0.7969427360718899	0.3945465	6.527882069253003	0.18370470407940495	null
"GO:0002165"	"instar larval or pupal development"	-3.3279021420642825	3.761927838420529	0.01640669013664652	0.8048635646665827	0.6898526	6.663021323249865	0.3020944091110076	null
"GO:0002431"	"Fc receptor mediated stimulatory signaling pathway"	-1.3682519256034307	2.808210972924222	0.0018226501241957202	0.8503355284558706	0.44546299	1.0875755480312168	-5.7911084312030665	null
"GO:0002576"	"platelet degranulation"	-1.5157001606532141	2.845098040014257	0.001984474200643004	0.9513464805911421	0.43840833	-5.686434265197471	2.9331641147820937	null
"GO:0003006"	"developmental process involved in reproduction"	-2.752026733638193	5.363749202787413	0.6560177718039772	0.7908576650738002	0.43129073	5.744605675245429	-0.8990571307472278	null
